Sales,Longevity,Similar_Sales,Prior_Demand,Advertising_budget,Similar_Products,Competitor_Products,Ads,Competitor_Ads,Magazine,Awards,Innovative,Product_necessity,Type,Cheap,Disposable,Tested,Warranty,Competitor_Launch,Styles
2000,1,887900,6100,391657,13,38,2,1,8,0,0,0,Bath,1,1,0,0,0,0
2000,1,2492900,6200,341566,51,93,4,29,13,2,0,1,Bath,0,0,1,0,0,1
8000,1,918600,8100,883301,31,73,8,0,23,0,0,1,Bath,1,1,1,0,0,1
500,1,2789600,5700,181085,187,42,57,63,100,15,0,1,Bath,1,0,0,0,1,0
3000,1,918600,7600,513282,22,39,4,3,12,0,0,0,Bath,1,0,0,0,0,0
2000,1,887900,6200,84124,10,30,0,1,4,0,0,0,Bath,0,1,0,0,0,0
500,1,3177200,5900,108948,6,39,2,0,6,0,0,0,Bath,1,0,0,0,0,0
500,1,837500,7200,315645,9,39,8,0,7,0,0,1,Bath,1,0,0,0,0,0
2000,1,1864300,5500,1275,26,10,1,22,2,2,0,0,Bath,0,1,0,0,0,1
500,1,3792300,5900,9772,1,54,1,0,1,0,0,0,Office,1,0,0,0,0,0
15000,0,2936200,8500,1480378,101,41,58,8,57,2,0,1,Office,1,1,1,1,1,0
6000,1,194600,8800,561962,11,100,1,0,5,0,0,1,Bath,0,1,0,0,0,1
2000,1,1130900,8300,304545,16,72,3,11,7,2,0,1,Bath,1,1,0,0,0,0
2000,1,1578000,8000,169441,16,45,11,0,10,0,0,1,Bath,1,1,0,0,1,0
500,1,3518300,5200,86725,5,7,3,0,3,0,0,1,Bath,1,0,1,0,0,0
500,1,2613200,8400,123467,1,10,0,0,0,0,0,0,Office,0,0,0,0,0,1
2000,0,4708900,7100,65248,2,63,2,0,2,0,0,1,Kitchen,1,0,0,0,0,0
2000,1,613700,5900,95291,10,49,1,2,6,0,0,0,Toy,1,0,0,0,0,0
2000,1,1139100,6400,398306,28,73,9,4,13,0,0,0,Bath,1,1,1,1,0,0
3000,1,1467500,6900,67486,4,28,1,0,7,1,0,1,Bath,1,0,0,0,0,0
2000,1,1804500,6600,84124,134,49,30,61,66,15,0,1,Bath,0,1,0,0,0,1
500,0,4934700,7100,98168,2,73,1,0,2,0,0,1,Bath,1,1,0,0,1,0
6000,1,456200,8000,1164838,55,71,23,9,27,0,0,1,Bath,1,0,0,0,0,0
10000,1,1411600,8800,1834182,39,93,1,19,9,0,0,0,Kitchen,1,0,0,0,1,0
8000,1,887900,8800,28203,2,34,0,3,5,1,0,1,Bath,1,0,0,0,0,0
500,1,2657500,6300,74602,1,11,4,0,3,0,0,0,Bath,1,0,1,0,1,0
3000,1,2175300,5800,1649272,49,59,7,10,9,1,0,0,Bath,0,1,0,0,0,0
500,1,2789600,6300,22239,4,5,1,1,3,0,0,0,Bath,1,1,0,0,0,0
2000,1,2301100,5400,144712,2,3,0,0,2,0,0,0,Bath,0,0,0,0,0,0
500,1,1139100,6400,232964,11,43,0,0,2,1,0,0,Kitchen,0,0,0,0,0,1
6000,0,4525300,8300,171279,131,37,28,79,103,73,0,1,Bath,1,0,0,0,0,1
6000,1,2560300,9100,582649,53,143,5,29,17,2,1,0,Bath,1,0,0,0,1,1
500,1,1684000,7600,228284,4,71,3,0,1,1,0,1,Bath,1,0,0,0,0,1
2000,1,2617100,7200,148530,36,66,4,10,15,1,0,0,Bath,1,1,0,0,0,1
6000,1,2397500,8400,1345876,54,136,29,0,41,1,0,1,Toy,1,0,1,1,1,1
3000,1,52200,7000,437694,6,64,5,0,1,0,0,1,Bath,1,0,0,0,0,0
500,1,2657500,5500,152120,23,10,0,19,3,2,0,0,Bath,0,1,0,0,0,0
500,1,1463400,5900,16504,19,26,10,0,12,1,0,0,Bath,1,1,0,1,0,0
2000,1,805400,8100,412632,20,60,4,5,7,0,0,1,Bath,1,1,0,0,0,1
500,1,805400,7800,25120,14,58,8,1,6,0,0,1,Bath,1,0,0,0,0,0
3000,1,1864300,8700,222511,25,74,12,5,18,5,0,1,Bath,1,0,0,0,1,0
16000,1,1411600,8400,1616915,54,93,28,8,39,2,0,1,Bath,1,0,1,0,1,0
5000,1,1864300,7700,513282,69,48,28,4,55,11,0,1,Bath,1,0,0,0,0,0
2000,0,5268500,8200,275,17,92,10,1,17,1,0,1,Bath,1,1,0,0,1,0
15000,1,1618300,9600,2479325,131,146,58,23,68,0,0,1,Office,1,1,1,1,1,1
11000,1,805400,8300,639700,66,126,28,5,44,1,0,1,Kitchen,1,1,1,1,0,1
500,1,3382800,6400,232964,1,43,1,0,1,0,0,0,Bath,1,0,1,0,0,1
2000,1,2789600,7700,1153618,49,71,1,34,11,2,0,0,Kitchen,1,0,0,0,0,0
21000,0,4708900,8400,1480378,95,64,50,10,56,3,0,1,Office,1,1,1,1,1,0
10000,1,918600,9000,1329383,27,96,26,0,19,0,0,0,Bath,1,1,1,1,1,0
500,1,719000,4200,561128,13,36,0,3,0,0,0,0,Bath,1,0,0,0,0,0
500,1,538300,4900,445190,13,47,0,4,5,0,0,0,Kitchen,1,0,0,0,0,0
500,1,2657500,6000,366857,4,25,2,0,1,1,0,0,Bath,1,1,0,0,0,1
500,1,1578000,4600,487737,29,44,1,13,11,1,0,1,Bath,1,0,0,0,0,0
2000,1,1263700,4800,37066,12,5,0,4,3,0,0,0,Bath,1,1,1,0,0,1
3000,1,194600,6500,62744,50,93,4,32,25,14,0,1,Office,1,1,1,0,0,1
500,1,2004800,7800,2241,3,87,1,0,2,0,0,0,Bath,0,1,0,0,0,0
2000,0,4398900,8700,28006,11,114,3,3,9,2,0,1,Bath,0,0,0,0,1,0
2000,1,525000,6700,67486,27,19,5,17,8,2,0,1,Bath,1,0,0,0,0,0
500,1,1278800,7200,20658,14,73,2,9,10,2,0,1,Bath,0,0,0,0,0,0
500,0,2777700,5200,2,3,9,0,0,1,0,0,0,Bath,1,1,0,0,1,0
5000,1,1804500,7700,537923,41,88,20,4,25,0,0,1,Bath,1,0,1,1,1,1
500,1,1578000,5400,64356,2,17,0,0,2,0,0,0,Bath,1,1,0,0,0,0
500,1,981000,4300,180029,4,4,0,1,2,0,0,0,Bath,1,1,1,0,0,0
500,1,1252200,7000,121700,6,67,1,0,5,0,0,1,Toy,1,0,0,0,1,0
2000,1,2454000,7100,121700,10,80,1,0,6,0,0,1,Toy,1,0,0,0,1,1
5000,1,2397500,8100,451502,34,135,7,7,13,2,0,0,Kitchen,1,0,0,0,1,1
2000,1,1578000,7800,12461,2,57,0,4,0,0,0,1,Bath,1,0,0,0,0,0
500,1,1864300,4600,92257,5,45,1,0,6,0,0,0,Bath,1,0,0,0,0,0
500,1,3570700,4000,396868,10,30,2,4,6,0,0,0,Kitchen,1,1,0,0,0,0
2000,1,1864300,6900,204611,15,48,4,12,0,0,0,1,Bath,1,0,0,1,0,0
5000,1,456200,8500,648530,19,97,4,7,9,3,0,1,Office,1,0,0,0,1,0
2000,1,538300,6900,688576,28,31,15,0,13,1,0,1,Bath,1,1,0,1,0,0
3000,1,1175400,9200,752566,25,113,6,8,12,0,0,1,Bath,1,1,0,0,1,0
6000,0,2704600,8600,243024,91,85,36,21,66,9,1,1,Bath,1,1,0,1,1,1
21000,1,2175300,8700,1172663,34,78,14,17,9,1,0,1,Bath,1,0,0,0,1,0
13000,1,685300,9700,2089715,66,112,24,11,34,0,0,1,Office,1,1,1,1,1,0
2000,1,1278800,7700,241135,51,82,25,7,37,4,0,1,Bath,1,0,1,1,0,1
500,1,320800,6000,398306,7,46,0,3,1,0,0,0,Bath,1,1,1,1,1,0
5000,1,1588000,7000,779723,27,39,7,8,12,1,0,1,Bath,1,0,0,0,0,0
2000,1,4238700,6700,381,26,82,15,4,13,1,0,1,Bath,1,1,1,0,1,1
26000,1,3792300,7400,1242470,99,66,10,48,28,4,0,0,Office,0,0,0,0,0,0
2000,1,3177200,8100,506824,9,98,3,4,6,0,0,0,Bath,1,1,0,0,1,0
500,0,4575000,5200,670,1,81,0,0,1,0,0,1,Office,1,1,1,0,0,0
2000,1,379300,6100,49260,30,112,7,3,15,0,0,0,Bath,1,1,0,0,0,0
2000,1,1578000,6900,373675,6,44,1,4,1,0,0,0,Kitchen,1,0,0,0,0,0
500,1,3177200,7400,115259,2,40,0,0,2,0,0,1,Bath,0,1,0,0,0,1
6000,1,1463400,8200,907724,31,103,21,0,21,0,0,1,Kitchen,1,1,1,1,0,1
2000,1,981000,6900,76488,5,22,2,0,2,0,0,1,Bath,1,0,0,0,0,0
2000,1,3570700,8600,1006612,27,89,3,5,11,0,0,0,Bath,1,1,0,0,0,0
500,0,2801100,6500,15055,4,45,1,0,1,0,0,1,Toy,1,0,1,0,0,0
2000,1,837500,6800,503559,42,69,11,22,11,1,0,1,Bath,1,1,0,0,0,0
3000,0,4480600,4500,144409,13,6,0,7,4,1,0,0,Bath,1,0,0,0,0,1
2000,1,2454000,7600,74139,25,73,19,0,32,6,0,1,Bath,1,1,1,0,0,1
500,1,2454000,4800,25811,12,77,4,0,12,1,0,0,Kitchen,1,0,1,0,0,1
3000,1,1263700,7100,924460,26,60,8,12,12,5,0,1,Bath,1,1,1,0,0,1
500,1,1252200,1600,32724,8,13,0,0,1,0,0,0,Bath,1,1,0,1,0,0
3000,1,1979900,9100,262738,13,88,3,1,7,0,0,1,Bath,1,1,0,0,0,0
6000,1,1080000,7300,546056,68,85,23,22,25,2,0,1,Bath,1,1,1,0,0,1
2000,1,922700,5500,457014,30,76,3,10,13,3,0,1,Kitchen,1,1,0,0,0,0
3000,1,2613200,8500,1178524,124,122,27,34,54,4,1,1,Toy,1,1,1,1,1,0
500,1,685300,5400,331563,29,37,0,13,12,3,0,0,Bath,1,0,0,0,0,0
500,1,1684000,5400,564834,48,56,9,5,28,2,0,1,Bath,0,0,0,0,0,0
2000,1,1210500,7400,94900,10,60,0,8,1,0,0,1,Kitchen,0,0,1,0,0,0
2000,1,2281200,5600,761,4,91,0,0,4,0,0,1,Kitchen,1,0,1,0,0,1
